Date,T,H,V,RA,SN,TS,FG,PM25,PM10,So2,No2,Co,O3,AQI,AQI Quality
23/03/17,5.9,74,8.3,1,0,0,0,124,91,6,57,1.63,38,163,Moderately Polluted
24/03/17,3.3,92,6.1,1,0,0,0,59,0,2,46,0.96,34,82,Good
25/03/17,9.7,40,12.6,0,0,0,0,34,25,3,34,0.8,47,55,Good
26/03/17,9.5,35,16.1,1,0,0,0,11,26,2,20,0.33,70,36,Excellent
27/03/17,10.4,29,10,0,0,0,0,15,32,2,30,0.4,61,37,Excellent
28/03/17,10.4,51,8.9,0,0,0,0,56,90,8,50,0.65,52,80,Good
29/03/17,12.9,54,8.7,0,0,0,0,110,133,9,61,0.86,55,145,Lightly Polluted
30/03/17,11.7,35,11.1,1,0,0,0,88,131,14,54,1.14,46,119,Lightly Polluted
31/03/17,12.3,27,8.3,0,0,0,0,18,47,3,30,0.4,66,48,Excellent
1/04/17,13.7,28,9.4,0,0,0,0,28,73,5,50,0.58,48,61,Good
2/04/17,14.6,32,6.9,0,0,0,0,66,110,12,70,1.07,48,90,Good
3/04/17,17.6,40,9.8,0,0,0,0,122,168,19,76,1.26,74,159,Moderately Polluted
4/04/17,16.7,52,10.6,1,0,0,0,134,155,20,63,1.14,62,175,Moderately Polluted
5/04/17,14.2,69,12.4,0,0,0,0,61,60,5,27,0.61,95,83,Good
6/04/17,18.1,45,10,0,0,0,0,95,91,5,44,0.9,74,126,Lightly Polluted
7/04/17,14.1,63,7.2,1,0,0,0,76,120,7,43,0.79,60,103,Lightly Polluted
8/04/17,13.3,52,8.1,0,0,0,0,76,138,6,59,0.89,30,113,Lightly Polluted
9/04/17,14.1,40,9.6,0,0,0,0,63,100,6,45,0.88,46,86,Good
10/04/17,15.3,43,10.7,0,0,0,0,64,117,8,57,0.74,42,90,Good
11/04/17,13.5,21,15.4,0,0,0,0,27,66,3,31,0.38,62,61,Good
12/04/17,14.9,25,9.8,0,0,0,0,25,84,4,49,0.54,46,68,Good
13/04/17,13.7,39,7.6,0,0,0,0,52,131,13,60,1.03,49,91,Good
14/04/17,18.2,37,9.1,0,0,0,0,58,131,5,65,0.85,45,93,Good
15/04/17,23.1,21,12.8,0,0,0,0,34,86,4,48,0.48,63,69,Good
16/04/17,17.6,53,10,0,0,0,0,90,171,15,68,0.95,56,134,Lightly Polluted
17/04/17,20.6,22,22.4,0,0,0,0,125,215,7,54,0.95,57,180,Moderately Polluted
18/04/17,16,24,22.6,0,0,0,0,22,78,2,17,0.24,81,65,Good
19/04/17,10.2,60,6.5,1,0,0,0,41,113,6,67,0.8,20,83,Good
20/04/17,15.9,30,13.7,0,0,0,0,37,92,2,43,0.69,46,72,Good
21/04/17,16.7,32,11.7,0,0,0,0,16,56,2,20,0.29,74,55,Good
22/04/17,20.4,24,18.5,0,0,0,0,41,118,7,41,0.46,68,85,Good
23/04/17,16.8,32,12.8,0,0,0,0,22,71,3,21,0.37,86,60,Good
24/04/17,17.3,12,19.1,0,0,0,0,33,82,4,30,0.5,73,70,Good
25/04/17,13.5,26,8.3,0,0,0,0,11,37,2,22,0.27,59,39,Excellent
26/04/17,18.9,15,16.9,0,0,0,0,13,38,2,27,0.33,64,43,Excellent
27/04/17,23.4,10,20,0,0,0,0,14,46,2,32,0.31,62,45,Excellent
28/04/17,25.3,16,13.7,0,0,0,0,21,65,2,36,0.39,67,58,Good
29/04/17,25.6,24,15.4,0,0,0,0,38,99,2,39,0.39,69,75,Good
30/04/17,21,26,11.5,0,0,0,0,48,159,4,42,0.48,77,106,Lightly Polluted
1/05/17,19.9,30,8.9,0,0,0,0,40,112,7,44,0.7,71,82,Good
2/05/17,22.9,41,10.6,0,0,0,0,57,129,9,50,0.95,105,95,Good
3/05/17,20.5,50,13.3,1,0,0,0,72,121,8,47,0.85,79,104,Lightly Polluted
4/05/17,21.3,20,16.7,0,0,0,0,336,772,2,21,0.29,79,420,Severely Polluted
5/05/17,15.8,17,23.5,0,0,0,0,185,438,3,21,0.31,64,256,Heavily Polluted
6/05/17,21.7,22,17,0,0,0,0,31,90,2,32,0.36,68,71,Good
7/05/17,23.9,26,11.7,0,0,0,0,26,75,3,40,0.4,78,64,Good
8/05/17,23.6,35,9.1,0,0,0,0,52,109,6,52,0.56,96,84,Good
9/05/17,21,48,13.1,0,0,0,0,45,97,6,25,0.51,107,81,Good
10/05/17,23.6,34,11.5,0,0,0,0,37,68,3,29,0.46,87,64,Good
11/05/17,21.3,15,23.3,0,0,0,0,28,130,3,30,0.32,69,91,Good
12/05/17,22.4,18,18.5,0,0,0,0,42,166,4,23,0.39,90,109,Lightly Polluted
13/05/17,23.4,22,22.4,0,0,0,0,18,71,2,15,0.25,72,61,Good
14/05/17,21.9,27,9.8,0,0,0,0,11,37,2,15,0.28,87,47,Excellent
15/05/17,22.4,28,8.7,0,0,0,0,20,58,5,23,0.52,94,58,Good
16/05/17,25.1,36,11.5,0,0,0,0,40,88,8,28,0.59,126,87,Good
17/05/17,25.3,50,7.2,0,0,0,0,58,111,8,34,0.68,151,118,Lightly Polluted
18/05/17,28.8,47,9.8,0,0,0,0,79,143,9,50,0.82,169,144,Lightly Polluted
19/05/17,29,43,12.6,0,0,0,0,83,152,8,39,0.79,153,145,Lightly Polluted
20/05/17,28,45,11.7,0,0,0,0,54,124,8,37,0.7,131,115,Lightly Polluted
21/05/17,23.8,52,11.9,1,0,0,0,56,98,14,26,0.94,123,93,Good
22/05/17,15.9,91,8.5,1,0,0,0,42,60,7,33,1.15,40,62,Good
23/05/17,22.6,41,9.6,0,0,0,0,17,37,3,28,0.36,96,48,Excellent
24/05/17,26.6,26,14.6,0,0,0,0,16,51,2,41,0.38,77,54,Good
25/05/17,22.9,41,15.4,0,0,0,0,20,82,5,37,0.53,90,70,Good
26/05/17,22.7,43,8.1,0,0,0,0,43,94,8,48,0.58,110,90,Good
27/05/17,24.7,48,8.7,0,0,0,0,65,116,19,45,1.29,154,110,Lightly Polluted
28/05/17,29.4,40,14.6,1,0,0,0,87,137,15,34,1.36,167,150,Lightly Polluted
29/05/17,21.1,61,8.5,1,0,1,0,28,88,7,24,0.66,92,74,Good
30/05/17,21.4,70,7,1,0,0,0,39,68,2,36,0.64,91,69,Good
31/05/17,25.4,47,11.3,0,0,0,0,65,105,3,43,0.75,115,117,Lightly Polluted
1/06/17,25.4,29,13.5,1,0,0,0,22,56,3,27,0.6,113,69,Good
2/06/17,17.5,54,10.9,1,0,0,0,22,65,11,36,0.94,53,59,Good
3/06/17,22.1,39,9.8,0,0,0,0,28,55,4,34,0.69,75,60,Good
4/06/17,25.2,36,7.8,0,0,0,0,45,89,9,47,0.63,111,95,Good
5/06/17,24.6,43,9.6,1,0,0,0,63,113,15,59,0.91,119,108,Lightly Polluted
6/06/17,16.9,84,6.1,1,0,0,0,35,46,2,23,0.5,81,55,Good
7/06/17,23.7,46,8.5,1,0,0,0,45,53,2,29,0.6,85,78,Good
8/06/17,25.2,39,9.1,1,0,0,0,23,53,2,51,0.55,63,54,Good
9/06/17,28.1,29,14.6,0,0,0,0,28,88,4,50,0.59,103,89,Good
10/06/17,23.4,27,11.3,0,0,0,0,20,70,10,31,0.77,83,65,Good
11/06/17,23.9,30,8,1,0,0,0,31,83,6,46,0.64,88,79,Good
12/06/17,22.9,41,10,1,0,0,0,33,78,15,43,1.08,92,71,Good
13/06/17,21.9,56,10,1,0,0,0,39,62,4,41,0.81,98,68,Good
14/06/17,28.6,31,11.3,0,0,0,0,36,59,2,45,0.72,106,83,Good
15/06/17,31.2,28,11.5,0,0,0,0,37,89,3,44,0.59,150,104,Lightly Polluted
16/06/17,31.7,28,14.6,0,0,0,0,57,124,5,39,0.62,155,115,Lightly Polluted
17/06/17,30.7,33,14.1,0,0,0,0,79,155,10,36,0.87,177,134,Lightly Polluted
18/06/17,26.8,52,13.9,1,0,1,0,71,128,10,30,0.84,166,130,Lightly Polluted
19/06/17,28.3,41,10.7,0,0,0,0,35,58,2,25,0.57,146,91,Good
20/06/17,28.4,44,9.8,0,0,0,0,31,64,3,24,0.61,157,96,Good
21/06/17,25.7,61,9.8,1,0,1,0,49,83,7,28,0.86,151,101,Lightly Polluted
22/06/17,20.2,93,8.1,1,0,1,0,31,27,1,23,0.77,94,58,Good
23/06/17,19.4,93,9.3,1,0,1,0,18,11,2,18,0.66,85,46,Excellent
24/06/17,22.4,73,9.1,0,0,0,0,19,26,2,19,0.5,77,40,Excellent
25/06/17,24.6,65,10.6,1,0,1,0,25,44,2,30,0.5,84,63,Good
26/06/17,28.9,51,8,0,0,0,0,22,45,1,34,0.44,104,69,Good
27/06/17,28.3,60,9.1,0,0,0,0,69,106,5,39,0.79,150,135,Lightly Polluted
28/06/17,28.7,64,8.3,1,0,0,0,94,124,7,40,1.17,154,138,Lightly Polluted
29/06/17,29.1,58,10.2,0,0,0,0,59,86,5,30,0.82,152,108,Lightly Polluted
30/06/17,29.7,60,9.4,0,0,0,0,71,111,2,36,0.84,159,127,Lightly Polluted
1/07/17,29.9,61,8.9,0,0,0,0,89,132,3,40,0.97,154,137,Lightly Polluted
2/07/17,28.5,65,10,0,0,0,0,93,122,6,31,1.08,157,157,Moderately Polluted
3/07/17,27.6,70,7.6,1,0,1,0,59,77,2,28,0.81,103,88,Good
4/07/17,25.5,87,6.5,1,0,1,0,48,55,2,37,0.8,88,73,Good
5/07/17,28.1,74,10.2,1,0,0,0,82,92,2,36,1.02,116,117,Lightly Polluted
6/07/17,23.4,91,10,1,0,1,0,69,49,3,31,1.37,71,96,Good
7/07/17,25.9,73,13.7,1,0,1,0,31,38,2,18,0.73,113,65,Good
8/07/17,27.9,73,7.2,0,0,0,0,36,57,1,28,0.63,129,80,Good
9/07/17,29.7,60,9.6,0,0,1,0,73,98,2,28,1.02,152,125,Lightly Polluted
10/07/17,29.5,56,7.8,0,0,0,0,24,52,2,30,0.5,124,80,Good
11/07/17,29.3,68,6.5,1,0,0,0,43,88,3,40,0.78,171,118,Lightly Polluted
12/07/17,31.7,67,10.2,0,0,0,0,73,131,3,38,0.92,165,136,Lightly Polluted
13/07/17,30.1,73,13.3,1,0,1,0,65,93,3,24,0.74,131,101,Lightly Polluted
14/07/17,27.8,79,10.6,1,0,1,0,32,62,2,34,0.64,112,71,Good
15/07/17,27.1,83,4.8,1,0,0,0,34,45,2,26,0.89,111,71,Good
16/07/17,29.3,76,6.7,0,0,0,0,63,84,2,34,1.11,123,110,Lightly Polluted
17/07/17,28.7,79,7.2,1,0,0,0,53,71,2,28,1.01,105,84,Good
18/07/17,27.7,86,7.6,1,0,0,0,62,80,2,26,0.89,91,87,Good
19/07/17,29.1,80,7,0,0,0,0,73,83,2,24,0.75,101,101,Lightly Polluted
20/07/17,28.7,86,8.3,1,0,1,0,96,113,2,29,0.78,104,127,Lightly Polluted
21/07/17,22.7,88,8,1,0,0,0,22,24,2,24,0.67,60,43,Excellent
22/07/17,25.1,80,5.7,0,0,0,0,21,35,2,29,0.61,46,37,Excellent
23/07/17,25.7,83,5,1,0,0,0,41,58,2,35,0.69,52,60,Good
24/07/17,26.1,86,6.5,0,0,0,0,40,57,2,38,0.76,26,60,Good
25/07/17,26.6,72,8.7,1,0,0,0,31,48,3,31,0.81,71,58,Good
26/07/17,21.5,85,7.2,1,0,0,0,21,33,2,29,0.68,62,41,Excellent
27/07/17,25.3,80,7.2,0,0,0,0,38,64,2,44,0.93,49,58,Good
28/07/17,25.9,71,6.3,1,0,0,0,26,57,2,41,0.71,62,54,Good
29/07/17,24.6,74,9.6,0,0,0,0,31,59,2,37,0.66,79,63,Good
30/07/17,26,70,8.3,0,0,0,0,36,66,2,33,0.65,104,83,Good
31/07/17,27.5,73,7.4,0,0,0,0,75,100,2,34,0.92,143,128,Lightly Polluted
1/08/17,28.2,78,8.5,0,0,0,0,67,86,2,29,0.96,92,98,Good
2/08/17,27,87,10.6,1,0,1,0,33,50,3,24,1.04,47,51,Good
3/08/17,30.6,66,10.7,0,0,0,0,19,37,2,17,0.6,85,47,Excellent
4/08/17,30.4,55,10.9,0,0,0,0,20,43,2,34,0.54,92,68,Good
5/08/17,27.6,74,8.5,1,0,1,0,25,57,2,33,0.62,108,75,Good
6/08/17,29.7,51,10.7,0,0,0,0,16,33,2,27,0.47,87,53,Good
7/08/17,29.6,56,8.3,0,0,0,0,9,32,2,29,0.4,90,50,Excellent
8/08/17,26.7,71,6.7,1,0,1,0,27,67,2,37,0.64,121,96,Good
9/08/17,24.9,82,5.9,1,0,0,0,21,34,2,23,0.54,103,59,Good
10/08/17,28.1,76,8.3,0,0,0,0,62,83,2,31,0.75,106,90,Good
11/08/17,25.3,81,8.7,1,0,1,0,89,98,2,36,1.14,88,123,Lightly Polluted
12/08/17,22.7,92,9.4,1,0,1,0,29,36,2,34,0.73,68,46,Excellent
13/08/17,24.2,86,8.3,1,0,1,0,39,50,2,34,0.87,49,60,Good
14/08/17,26.4,76,7.2,0,0,0,0,26,40,2,25,0.74,83,52,Good
15/08/17,27.3,78,7.6,0,0,0,0,52,73,3,30,0.91,94,77,Good
16/08/17,23.9,85,7.6,1,0,1,0,56,71,2,36,0.86,62,87,Good
17/08/17,26.1,72,7,0,0,0,0,21,34,2,26,0.67,73,48,Excellent
18/08/17,24.8,84,6.5,1,0,1,0,51,72,2,50,1.14,60,76,Good
19/08/17,25.1,82,5.4,1,0,0,0,41,50,2,31,1,75,64,Good
20/08/17,26.7,79,4.8,1,0,0,0,59,71,2,35,1.19,77,84,Good
21/08/17,29.1,74,7,0,0,0,0,68,92,2,36,1.04,108,103,Lightly Polluted
22/08/17,26.2,89,8.9,1,0,0,0,77,94,2,33,0.93,67,104,Lightly Polluted
23/08/17,27.2,74,9.4,1,0,0,0,10,28,2,25,0.51,81,48,Excellent
24/08/17,24.9,47,14.3,0,0,0,0,13,36,2,35,0.52,40,41,Excellent
25/08/17,25.1,41,12.6,0,0,0,0,8,34,2,35,0.41,38,38,Excellent
26/08/17,24.3,53,10.4,1,0,0,0,13,53,2,46,0.52,29,50,Excellent
27/08/17,17,97,8,1,0,0,0,16,27,2,27,0.52,55,35,Excellent
28/08/17,21.1,60,9.1,0,0,0,0,18,17,2,25,0.49,39,36,Excellent
29/08/17,21.1,54,10.6,0,0,0,0,14,45,3,34,0.47,41,43,Excellent
30/08/17,23.1,70,7.8,0,0,0,0,50,85,3,42,0.79,70,74,Good
31/08/17,22.7,76,7.2,1,0,0,0,79,97,2,33,0.88,65,106,Lightly Polluted
1/09/17,23.3,78,7.4,0,0,0,0,134,149,2,38,1.39,71,177,Moderately Polluted
2/09/17,23.2,74,9.1,0,0,0,0,109,118,2,32,1.16,79,148,Lightly Polluted
3/09/17,23.8,70,10,0,0,0,0,55,77,3,29,0.77,87,77,Good
4/09/17,24.1,70,8.5,1,0,0,0,87,111,3,34,0.9,93,117,Lightly Polluted
5/09/17,25.3,44,15.4,0,0,0,0,39,59,2,33,0.65,51,67,Good
6/09/17,23.2,52,6.7,0,0,0,0,14,47,2,40,0.48,56,47,Excellent
7/09/17,25.2,66,5.9,0,0,0,0,42,97,2,46,0.72,102,85,Good
8/09/17,26.7,72,10.4,0,0,0,0,106,134,2,58,1.08,51,139,Lightly Polluted
9/09/17,25.2,80,8.9,0,0,0,0,78,115,2,31,1.12,148,110,Lightly Polluted
10/09/17,20.8,91,7.2,1,0,1,0,90,104,3,40,1.14,56,121,Lightly Polluted
11/09/17,20.9,57,8.1,0,0,0,0,19,36,2,38,0.5,46,43,Excellent
12/09/17,23.4,58,7,0,0,0,0,19,55,1,41,0.5,59,50,Excellent
13/09/17,24.1,75,6.1,0,0,0,0,70,120,5,56,1.07,94,101,Lightly Polluted
14/09/17,24.3,63,7.4,0,0,0,0,86,125,4,47,1.03,89,125,Lightly Polluted
15/09/17,21.3,77,5,1,0,0,0,58,98,3,59,0.84,59,83,Good
16/09/17,21.3,74,5.9,1,0,0,0,87,124,3,60,1.04,74,116,Lightly Polluted
17/09/17,20.4,50,7.2,0,0,0,0,10,30,2,32,0.37,53,36,Excellent
18/09/17,22.1,53,7.4,0,0,0,0,21,70,2,53,0.55,62,61,Good
19/09/17,20.8,36,14.6,0,0,0,0,12,48,2,44,0.44,42,47,Excellent
20/09/17,20.4,49,6.5,0,0,0,0,12,51,2,44,0.41,47,47,Excellent
21/09/17,22.3,61,9.4,0,0,0,0,55,115,7,73,0.94,66,88,Good
22/09/17,20.3,34,11.9,0,0,0,0,24,90,2,38,0.46,53,69,Good
23/09/17,20.7,64,6.7,0,0,0,0,46,183,5,68,0.82,47,117,Lightly Polluted
24/09/17,24.2,58,8.5,0,0,1,0,59,146,4,54,0.97,84,100,Good
25/09/17,23,78,6.3,1,0,0,0,75,129,7,45,1.44,79,103,Lightly Polluted
26/09/17,16.1,73,11.3,1,0,0,0,48,67,2,40,0.71,35,74,Good
27/09/17,15.1,53,9.6,0,0,0,0,26,58,3,47,0.92,14,53,Good
28/09/17,16.1,27,12.4,0,0,0,0,9,33,2,27,0.32,41,33,Excellent
29/09/17,16.4,58,5.9,0,0,0,0,40,95,3,67,0.72,34,74,Good
30/09/17,19.2,78,7.2,0,0,0,0,107,155,4,66,1.11,56,144,Lightly Polluted
1/10/17,21.6,34,11.1,0,0,0,0,73,91,1,47,0.75,52,111,Lightly Polluted
2/10/17,12.8,73,6.9,1,0,0,0,12,44,3,32,0.5,24,42,Excellent
3/10/17,13.3,51,6.9,0,0,0,0,15,33,1,32,0.43,23,34,Excellent
5/10/17,14.5,67,8.7,0,0,0,0,53,77,4,38,0.72,45,74,Good
6/10/17,16,74,6.1,0,0,0,0,67,89,5,47,0.78,43,91,Good
7/10/17,15.5,87,4.6,1,0,0,0,109,131,2,71,1.11,11,146,Lightly Polluted
8/10/17,15.6,91,6.5,1,0,0,1,126,91,2,67,1.26,5,168,Moderately Polluted
9/10/17,11.7,92,13.1,1,0,0,0,29,10,2,29,0.64,20,45,Excellent
10/10/17,9.5,87,7.8,1,0,0,0,5,8,2,18,0.33,31,19,Excellent
11/10/17,10.9,70,7.4,1,0,0,0,10,20,2,26,0.41,22,22,Excellent
12/10/17,9.6,72,7.2,1,0,0,0,19,35,2,37,0.49,22,35,Excellent
13/10/17,12.2,57,9.1,0,0,0,0,35,53,1,45,0.75,22,53,Good
14/10/17,10.9,68,8.3,1,0,0,0,14,32,3,41,0.61,18,34,Excellent
15/10/17,11.7,80,6.5,1,0,0,0,46,52,2,38,1.01,21,64,Good
16/10/17,12.2,64,5.6,0,0,0,0,38,51,3,39,0.92,29,56,Good
17/10/17,14,81,5,1,0,0,0,68,80,2,46,1.19,25,92,Good
18/10/17,12.2,97,5.7,1,0,0,1,67,22,2,44,1.18,17,90,Good
19/10/17,13.9,84,6.3,0,0,0,1,53,20,1,36,1.16,24,74,Good
20/10/17,13.1,89,5.9,0,0,0,1,93,47,2,44,1.36,25,123,Lightly Polluted
21/10/17,14.3,70,8.1,1,0,0,0,75,57,2,36,1.31,36,103,Lightly Polluted
22/10/17,9.9,80,5.2,0,0,0,0,37,47,3,41,0.89,16,54,Good
23/10/17,10.8,68,5.7,0,0,0,0,34,43,2,36,0.66,24,49,Excellent
24/10/17,11.4,78,5.6,0,0,0,0,66,76,2,44,0.91,30,90,Good
25/10/17,11.8,88,3.9,0,0,0,1,106,58,2,52,1.27,16,141,Lightly Polluted
26/10/17,11.7,91,3.7,0,0,0,1,149,17,2,65,1.56,11,195,Moderately Polluted
27/10/17,12.7,84,7,0,0,0,1,166,0,2,65,1.54,20,217,Heavily Polluted
28/10/17,9.2,30,23.2,0,0,0,0,47,48,1,26,0.66,38,78,Good
29/10/17,9.1,26,17.2,0,0,0,0,7,21,2,24,0.34,39,27,Excellent
30/10/17,7.4,45,7.2,0,0,0,0,17,41,3,44,0.53,24,40,Excellent
31/10/17,8,68,6.1,0,0,0,0,56,98,4,69,0.94,7,83,Good
1/11/17,10.4,55,6.1,0,0,0,0,63,99,2,76,1.01,12,88,Good
2/11/17,10.8,44,10,0,0,0,0,50,84,5,55,0.91,27,75,Good
3/11/17,4,49,6.9,0,0,0,0,7,27,2,27,0.34,39,28,Excellent
4/11/17,5.4,62,5.9,0,0,0,0,33,60,3,51,0.73,22,56,Good
5/11/17,6.1,79,5.4,0,0,0,0,98,118,5,67,1.23,17,131,Lightly Polluted
6/11/17,7.8,78,4.8,0,0,0,0,151,136,4,67,1.48,25,200,Moderately Polluted
7/11/17,9.9,40,15.4,0,0,0,0,86,74,2,43,0.93,35,129,Lightly Polluted
8/11/17,7.3,55,7.4,0,0,0,0,18,42,5,48,0.79,19,41,Excellent
9/11/17,9.6,62,10.2,0,0,0,0,50,89,5,61,1.34,8,75,Good
10/11/17,5.4,30,24.8,0,0,0,0,9,39,2,15,0.31,49,40,Excellent
11/11/17,2.2,50,6.7,0,0,0,0,16,34,3,34,0.42,24,35,Excellent
12/11/17,3.4,58,7,0,0,0,0,53,89,5,61,0.97,7,75,Good
13/11/17,6.1,21,23,0,0,0,0,26,71,2,30,0.62,38,63,Good
14/11/17,0.7,28,15.6,0,0,0,0,9,27,2,23,0.44,39,30,Excellent
15/11/17,-0.2,35,6.7,0,0,0,0,14,36,2,35,0.51,35,38,Excellent
16/11/17,1.1,48,7.4,0,0,0,0,55,83,9,69,1.29,10,76,Good
17/11/17,1.1,19,30.4,0,0,0,0,24,59,4,32,0.67,40,57,Good
18/11/17,-1.1,30,12.2,0,0,0,0,34,54,5,31,0.58,38,54,Good
19/11/17,-2.3,53,5.9,0,0,0,0,86,114,8,69,1.27,8,115,Lightly Polluted
20/11/17,0.7,45,5.9,0,0,0,0,101,128,10,83,1.82,11,135,Lightly Polluted
21/11/17,4.3,35,16.5,0,0,0,0,119,161,11,85,1.83,20,166,Moderately Polluted
22/11/17,3.2,21,21.1,0,0,0,0,7,33,2,16,0.33,52,35,Excellent
23/11/17,2.1,24,18.9,0,0,0,0,6,28,2,19,0.37,43,31,Excellent
24/11/17,1.9,30,10.4,0,0,0,0,18,44,5,31,0.53,33,40,Excellent
25/11/17,2.6,42,12,0,0,0,0,39,74,7,57,0.97,16,63,Good
26/11/17,-1.2,33,8.9,0,0,0,0,10,27,2,22,0.39,49,36,Excellent
27/11/17,-0.7,69,5.9,0,0,0,0,67,92,9,69,1.37,8,91,Good
28/11/17,0.1,23,20.9,0,0,0,0,39,78,4,39,0.86,36,75,Good
29/11/17,-4.3,34,7.8,0,0,0,0,12,32,3,32,0.48,33,34,Excellent
30/11/17,-1.8,31,13.7,0,0,0,0,22,46,6,41,0.68,28,45,Excellent
1/12/17,-2.2,46,6.1,0,0,0,0,67,99,10,66,1.26,12,91,Good
2/12/17,-1.6,61,5.9,0,0,0,0,144,177,15,103,2.24,5,187,Moderately Polluted
3/12/17,0.4,26,16.3,0,0,0,0,52,72,6,41,0.92,40,79,Good
4/12/17,-0.7,25,16.1,0,0,0,0,5,21,1,15,0.34,53,28,Excellent
5/12/17,0.4,35,11.5,0,0,0,0,22,46,5,43,0.72,27,44,Excellent
6/12/17,2.7,29,13.9,0,0,0,0,23,53,6,41,0.78,32,49,Excellent
7/12/17,0.8,28,22.2,0,0,0,0,8,25,4,19,0.42,39,27,Excellent
8/12/17,0.2,37,8.1,0,0,0,0,20,43,5,40,0.73,23,41,Excellent
9/12/17,4.2,27,13.3,0,0,0,0,33,62,8,58,1.04,16,56,Good
10/12/17,0.2,24,19.1,0,0,0,0,6,45,2,13,0.28,61,43,Excellent
11/12/17,-4.3,24,16.7,0,0,0,0,5,20,2,15,0.32,54,28,Excellent
12/12/17,-7.1,36,6.9,0,0,0,0,12,25,3,30,0.55,27,28,Excellent
13/12/17,-4.2,36,5.6,0,0,0,0,31,49,6,50,0.87,10,49,Excellent
14/12/17,-3.1,51,7.4,0,0,0,0,70,85,18,68,1.76,6,94,Good
15/12/17,-1.4,27,23.2,0,0,0,0,35,57,6,34,0.85,37,62,Good
16/12/17,-5.8,35,13.3,0,0,0,0,7,39,1,10,0.32,58,40,Excellent
17/12/17,-1.8,34,9.1,0,0,0,0,24,48,5,48,0.76,30,46,Excellent
18/12/17,-0.1,29,19.1,0,0,0,0,13,49,3,21,0.44,47,48,Excellent
19/12/17,-2.2,40,8.1,0,0,0,0,34,66,8,47,0.74,20,55,Good
20/12/17,0.3,40,13,0,0,0,0,21,44,4,40,0.65,36,44,Excellent
21/12/17,-0.6,48,5.7,0,0,0,0,51,77,12,77,1.33,9,74,Good
22/12/17,1.6,32,9.6,0,0,0,0,36,63,9,55,1.07,29,62,Good
23/12/17,1.6,35,7.8,0,0,0,0,30,55,10,60,1.02,13,50,Excellent
24/12/17,0.7,24,22.6,0,0,0,0,14,50,3,17,0.42,59,50,Excellent
25/12/17,-1.1,31,7.6,0,0,0,0,28,46,8,44,0.69,28,46,Excellent
26/12/17,-1.9,50,6.7,0,0,0,0,22,42,6,45,0.73,31,41,Excellent
27/12/17,-3.3,71,6.7,0,0,0,0,75,91,10,69,1.45,7,101,Lightly Polluted
28/12/17,-3.2,77,4.1,0,0,0,1,105,120,11,68,1.86,10,140,Lightly Polluted
29/12/17,-3.4,91,5.2,0,1,0,1,172,194,6,85,2.9,6,221,Heavily Polluted
30/12/17,-1.4,39,9.4,0,0,0,1,116,129,4,62,2.03,22,157,Moderately Polluted